2GU05001,USD,1,07/10/2020,87250W103,1,,,07/10/2020,,07/10/2020,D,TD HOLDINGS INC,-3758,A,00000000000,,,,,,07/10/2020,,,,,,,,,,,FN,FNJNL,,,,,1.1450000000,2.2900000000,0.00,,,,0.0000000000,0.0000000000,JNL,,87250W103,07/10/2020,07/10/2020
2GU05001,USD,E,07/10/2020,87250W103,1,,,07/10/2020,,07/10/2020,R,TD HOLDINGS INC,3758,A,00000000000,,,,,,07/10/2020,,,,,,,,,,,FN,FNJNL,,,,,1.1450000000,2.2900000000,0.00,,,,0.0000000000,0.0000000000,JNL,,87250W103,07/10/2020,07/10/2020
2GU05003,USD,1,07/10/2020,36257Y109,1,,,07/10/2020,,07/10/2020,R,***GSX TECHEDU INC,500,A,00000000000,,,,,,07/10/2020,,,,,,,,,,,FN,FNJNL,,,,,43.9300000000,87.8600000000,0.00,,,,0.0000000000,0.0000000000,JNL,,36257Y109,07/10/2020,07/10/2020
2GU05003,USD,1,07/10/2020,45166V106,1,,,07/10/2020,,07/10/2020,D,IDEANOMICS INC,-426788,A,00000000000,,,,,,07/10/2020,,,,,,,,,,,FN,FNJNL,,,,,0.7150000000,1.4300000000,0.00,,,,0.0000000000,0.0000000000,JNL,,45166V106,07/10/2020,07/10/2020
2GU05003,USD,1,07/10/2020,781314109,1,,,07/10/2020,,07/10/2020,R,***RUHNN HOLDING LIMITED,35,A,00000000000,,,,,,07/10/2020,,,,,,,,,,,FN,FNJNL,,,,,2.1400000000,4.2800000000,0.00,,,,0.0000000000,0.0000000000,JNL,,781314109,07/10/2020,07/10/2020
2GU05003,USD,1,07/10/2020,90354D104,1,,,07/10/2020,,07/10/2020,D,***UCLOUDLINK GROUP INC,-3,A,00000000000,,,,,,07/10/2020,,,,,,,,,,,FN,FNJNL,,,,,6.8000500000,13.6001000000,0.00,,,,0.0000000000,0.0000000000,JNL,,90354D104,07/10/2020,07/10/2020
2GU05003,USD,1,07/10/2020,91531W106,1,,,07/10/2020,,07/10/2020,D,***UP FINTECH HOLDING LTD,-26024,A,00000000000,,,,,,07/10/2020,,,,,,,,,,,FN,FNJNL,,,,,3.4850000000,6.9700000000,0.00,,,,0.0000000000,0.0000000000,JNL,,91531W106,07/10/2020,07/10/2020
2GU05003,USD,E,07/10/2020,36257Y109,1,,,07/10/2020,,07/10/2020,D,***GSX TECHEDU INC,-500,A,00000000000,,,,,,07/10/2020,,,,,,,,,,,FN,FNJNL,,,,,43.9300000000,87.8600000000,0.00,,,,0.0000000000,0.0000000000,JNL,,36257Y109,07/10/2020,07/10/2020
2GU05003,USD,E,07/10/2020,45166V106,1,,,07/10/2020,,07/10/2020,R,IDEANOMICS INC,426788,A,00000000000,,,,,,07/10/2020,,,,,,,,,,,FN,FNJNL,,,,,0.7150000000,1.4300000000,0.00,,,,0.0000000000,0.0000000000,JNL,,45166V106,07/10/2020,07/10/2020
2GU05003,USD,E,07/10/2020,781314109,1,,,07/10/2020,,07/10/2020,D,***RUHNN HOLDING LIMITED,-35,A,00000000000,,,,,,07/10/2020,,,,,,,,,,,FN,FNJNL,,,,,2.1400000000,4.2800000000,0.00,,,,0.0000000000,0.0000000000,JNL,,781314109,07/10/2020,07/10/2020
2GU05003,USD,E,07/10/2020,90354D104,1,,,07/10/2020,,07/10/2020,R,***UCLOUDLINK GROUP INC,3,A,00000000000,,,,,,07/10/2020,,,,,,,,,,,FN,FNJNL,,,,,6.8000500000,13.6001000000,0.00,,,,0.0000000000,0.0000000000,JNL,,90354D104,07/10/2020,07/10/2020
2GU05003,USD,E,07/10/2020,91531W106,1,,,07/10/2020,,07/10/2020,R,***UP FINTECH HOLDING LTD,26024,A,00000000000,,,,,,07/10/2020,,,,,,,,,,,FN,FNJNL,,,,,3.4850000000,6.9700000000,0.00,,,,0.0000000000,0.0000000000,JNL,,91531W106,07/10/2020,07/10/2020
2GU05008,USD,2,07/10/2020,O02NMKBP1,801,,,07/10/2020,,07/10/2020,D,Expired,-1,6,00000000000,,,,,,07/10/2020,OPTEXP,,,,,,,,,,OE,X2EXP,,,,,0.0050000000,0.0100000000,0.00,,,,0.0000000000,0.0000000000,EXP,,O02NMKBP1,07/10/2020,07/10/2020
2GU05008,USD,2,07/10/2020,O02NMKGH9,801,,,07/10/2020,,07/10/2020,D,Expired,-1,6,00000000000,,,,,,07/10/2020,OPTEXP,,,,,,,,,,OE,X2EXP,,,,,0.0050000000,0.0100000000,0.00,,,,0.0000000000,0.0000000000,EXP,,O02NMKGH9,07/10/2020,07/10/2020
2GU05031,USD,1,07/10/2020,09610L106,1,,,07/10/2020,,07/10/2020,R,***BLUECITY HOLDINGS LIMI,10000,A,00000000000,,,,,,07/10/2020,STKFTR,,,,,,,,,,SR,E2REC,VDTCMTCH,,,,0.0000000000,0.0000000000,0.00,,,,0.0000000000,0.0000000000,REC,,09610L106,07/10/2020,07/10/2020
2GU05034,USD,1,07/10/2020,09610L106,1,,,07/10/2020,,07/10/2020,R,***BLUECITY HOLDINGS LIMI,5000,A,00000000000,,,,,,07/10/2020,DTCSET,,,,,,,,,,SR,CFREC,V2PBK98,,,,0.0000000000,0.0000000000,0.00,,,,0.0000000000,0.0000000000,REC,,09610L106,07/10/2020,07/10/2020
